@relation NO_TEXT_SentimentAnalysis_Emotion_MiscellaneousFeatures_train

@attribute class {bot,human}
@attribute score_tag {P,NONE,N,NEU,P+,N+}
@attribute agreement {AGREEMENT,DISAGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute joy numeric
@attribute surprise numeric
@attribute fear numeric
@attribute sadness numeric
@attribute anger numeric
@attribute urlsCount numeric
@attribute mentionsCount numeric
@attribute isRetweet numeric
@attribute wordsCount numeric
@attribute hashtagsCount numeric
@attribute upperCaseLettersCount numeric
@attribute lowerCaseLettersCount numeric
@attribute upperCaseWordsCount numeric
@attribute nonAlphabeticalCharactersCount numeric
@attribute averageWordLength numeric
@attribute isFamousQuote {False,True}

@data
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.323389,0.267864,0.229213,0.172959,0.006576,0,1,0,16,0,4,76,0,20,4.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.433747,0.169558,0.167545,0.160359,0.068791,0,1,0,20,0,3,75,0,22,3.421053,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.405069,0.199086,0.194644,0.105402,0.0958,0,0,0,9,0,1,27,0,8,3.111111,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.52819,0.239825,0.112635,0.081749,0.037602,1,1,1,10,0,14,54,1,21,7.555556,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.56117,0.275818,0.102952,0.049807,0.010254,0,0,0,15,0,3,55,0,15,3.933333,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.380073,0.303893,0.182119,0.124745,0.009169,0,0,0,26,0,4,100,1,28,4.115385,True
bot,N+,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.240911,0.231603,0.187604,0.182498,0.157383,0,1,0,21,0,3,101,0,23,4.9,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.322785,0.209312,0.171302,0.152595,0.144006,0,1,0,3,0,3,16,0,3,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.332317,0.214697,0.186146,0.141542,0.125297,0,1,0,2,0,0,19,0,2,6,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.325548,0.30225,0.167759,0.125227,0.079217,0,1,0,9,0,4,40,0,11,4.5,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.564809,0.230556,0.145272,0.035986,0.023377,0,0,0,8,0,1,29,0,12,4.375,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.462226,0.238737,0.237317,0.043138,0.018583,0,1,0,11,0,4,38,0,16,3.7,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.461925,0.203533,0.142781,0.111852,0.079909,0,2,0,3,0,0,16,0,31,26,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.362454,0.188211,0.177267,0.155995,0.116073,0,1,0,2,0,2,14,0,5,7,False
bot,N,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.491792,0.354044,0.067685,0.04776,0.038719,0,0,0,13,0,3,51,1,14,4.307692,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.233145,0.212322,0.201974,0.186235,0.166323,0,0,0,1,0,0,3,0,1,4,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.286734,0.258024,0.184934,0.141218,0.129091,0,0,0,15,0,5,48,0,17,3.733333,True
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.43342,0.372016,0.116185,0.050553,0.027826,0,1,0,16,0,7,64,1,22,4.533333,True
bot,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.382773,0.274775,0.195867,0.108629,0.037956,0,2,0,14,0,9,61,1,18,4.583333,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.501457,0.337542,0.079455,0.054402,0.027145,0,0,0,8,0,4,31,1,10,4.75,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.33198,0.238577,0.180591,0.162731,0.086122,0,1,0,4,0,15,13,1,5,4.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.308464,0.234129,0.213638,0.171356,0.072414,0,0,0,3,0,1,24,0,5,9.333333,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.397452,0.197181,0.168555,0.128306,0.108506,0,1,0,3,0,1,12,0,6,4,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.51803,0.276014,0.151654,0.036998,0.017303,0,0,0,23,0,3,98,0,24,4.478261,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.348747,0.249234,0.236766,0.096731,0.068523,0,1,0,13,0,5,62,0,18,5,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.464142,0.19966,0.187965,0.098108,0.050125,0,0,0,28,0,0,94,0,30,3.464286,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.277492,0.253276,0.205127,0.189576,0.074529,0,1,1,4,0,5,15,1,5,3.666667,False
bot,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.862071,0.09443,0.037319,0.003527,0.002653,0,0,0,28,0,1,96,1,28,3.5,False
bot,P+,AGREEMENT,OBJECTIVE,98,NONIRONIC,0.391168,0.214152,0.188612,0.116859,0.089209,0,0,0,18,0,3,78,0,19,4.611111,True
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.405535,0.163435,0.155701,0.149269,0.12606,0,1,0,2,0,3,14,1,2,3,False
bot,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.263329,0.20724,0.185889,0.18001,0.163532,0,0,0,15,0,2,53,0,16,3.8,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.549459,0.306419,0.049466,0.049344,0.045311,0,1,0,3,0,0,24,0,3,6,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.384554,0.333589,0.148948,0.077464,0.055445,0,1,0,16,0,3,71,0,18,4.4,True
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.568171,0.216114,0.120874,0.057296,0.037545,0,0,0,10,0,0,32,0,12,3.5,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.442968,0.272546,0.164727,0.108218,0.01154,0,1,0,19,0,3,73,0,24,3.722222,True
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.405535,0.163435,0.155701,0.149269,0.12606,0,1,0,2,0,1,11,0,5,3,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.552866,0.312349,0.080137,0.045341,0.009307,0,0,0,22,0,3,79,1,25,3.909091,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.379001,0.25747,0.191129,0.116434,0.055967,0,0,0,3,0,1,11,0,3,4.333333,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.435594,0.341297,0.117284,0.077236,0.028588,0,2,0,23,0,4,88,2,28,3.909091,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.287599,0.236139,0.180066,0.176752,0.119445,0,0,0,9,0,5,35,1,10,4.666667,False
bot,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.396084,0.225889,0.150907,0.1299,0.097221,0,1,0,15,0,4,60,0,18,3.857143,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.266352,0.210046,0.196987,0.168163,0.158452,0,0,0,1,0,0,0,0,5,5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.657904,0.115426,0.083563,0.081704,0.061403,0,0,0,5,0,1,13,0,10,4,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.247317,0.232557,0.196268,0.179654,0.144203,0,1,0,3,0,0,12,0,7,4.5,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.560804,0.208663,0.100969,0.066654,0.06291,0,0,0,23,0,16,78,2,22,4.086957,False
bot,P,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.609033,0.319847,0.04312,0.023551,0.004449,0,0,0,24,1,5,108,2,27,4.875,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.419086,0.322713,0.135328,0.064162,0.058711,0,0,0,9,0,1,27,0,10,3.333333,False
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.615917,0.173442,0.089642,0.069613,0.051386,0,1,0,15,0,3,61,0,18,4.071429,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.566103,0.192315,0.113801,0.113484,0.014297,0,1,0,12,0,2,45,0,14,3.545455,True
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.337634,0.265382,0.21149,0.162506,0.022988,0,0,0,19,0,1,76,0,19,4.105263,False
bot,P+,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.384233,0.287331,0.150582,0.098472,0.079382,0,1,1,21,0,7,85,1,27,4.3,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.444139,0.283886,0.111558,0.087616,0.072802,0,1,0,2,0,1,8,0,9,5,False
bot,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.363856,0.327616,0.176841,0.088337,0.043351,0,1,0,9,0,5,40,0,18,5.375,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.495805,0.306067,0.097422,0.073196,0.027509,0,0,0,18,0,4,79,0,19,4.722222,True
bot,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.345556,0.258939,0.216512,0.120585,0.058408,0,1,0,11,0,3,55,0,13,4.7,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.280962,0.245041,0.20259,0.136551,0.134856,0,1,0,2,0,3,11,0,2,3,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.549459,0.306419,0.049466,0.049344,0.045311,0,1,0,3,0,2,17,0,3,6,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.377994,0.244086,0.198331,0.130288,0.049301,0,1,0,4,0,4,21,0,5,4.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.442769,0.269042,0.10515,0.093334,0.089705,0,1,0,2,0,3,10,0,4,1,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.409845,0.37551,0.117401,0.057958,0.039286,0,0,0,11,0,2,30,2,10,2.909091,False
bot,P,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.391142,0.33732,0.180342,0.058448,0.032748,0,0,0,21,0,3,76,0,22,3.857143,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.520804,0.293118,0.146109,0.031363,0.008607,2,3,1,11,0,12,69,1,32,8.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.291083,0.231956,0.226144,0.184396,0.066421,0,1,0,20,0,5,64,0,24,3.315789,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.390918,0.253813,0.202481,0.087671,0.065118,0,0,0,10,0,0,36,0,9,3.6,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.37933,0.209689,0.166845,0.12553,0.118606,0,1,0,2,0,4,7,1,2,4,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.574405,0.186185,0.109084,0.108037,0.022289,0,0,0,8,1,1,30,0,12,4.5,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.375861,0.27022,0.170542,0.130265,0.053112,0,0,0,19,1,6,74,1,19,4.263158,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.335286,0.26519,0.177294,0.11836,0.103871,0,0,0,16,0,3,65,0,17,4.375,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.332317,0.214697,0.186146,0.141542,0.125297,0,1,0,2,0,3,15,0,2,6,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.549459,0.306419,0.049466,0.049344,0.045311,0,1,0,3,0,2,20,0,3,6,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.222378,0.219347,0.212486,0.186567,0.159222,0,0,0,1,0,5,0,1,0,5,False
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.346732,0.300427,0.173757,0.128045,0.051039,0,1,0,24,0,5,93,0,29,4.086957,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.251811,0.251253,0.209073,0.205368,0.082494,0,1,0,20,0,6,80,0,23,4.263158,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.269021,0.243679,0.225249,0.164605,0.097445,0,1,0,4,0,10,8,3,6,3.666667,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.280587,0.258822,0.18794,0.143469,0.129182,0,0,0,12,0,2,46,0,11,4,False
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.383683,0.359455,0.209116,0.030386,0.01736,0,1,0,15,0,4,55,1,23,4.214286,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.282531,0.21716,0.192946,0.164956,0.142407,0,1,0,2,0,0,14,0,5,2,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.446381,0.194196,0.133029,0.115747,0.110647,0,1,0,2,0,4,9,1,3,4,False
bot,P+,AGREEMENT,SUBJECTIVE,90,NONIRONIC,0.569433,0.135962,0.110758,0.093274,0.090573,0,0,0,12,0,3,53,0,14,4.916667,True
bot,N,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.586446,0.133274,0.101261,0.090524,0.088496,0,1,0,18,0,7,76,0,21,4.529412,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.34123,0.313982,0.163456,0.123362,0.05797,0,1,0,3,0,12,8,1,6,5,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.273556,0.257547,0.247828,0.181408,0.039661,0,1,0,20,0,6,83,0,23,4.263158,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.481914,0.401943,0.088829,0.022658,0.004656,1,1,1,11,0,11,16,1,67,6.7,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.266823,0.249047,0.165857,0.161655,0.156617,0,1,0,23,0,4,95,2,26,4.227273,True
bot,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.510776,0.303463,0.132206,0.036944,0.016612,0,0,0,23,0,1,91,0,25,4.130435,False
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.608303,0.238512,0.109439,0.024347,0.019398,0,0,0,22,0,4,74,2,23,3.636364,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.382837,0.382368,0.135424,0.086515,0.012856,0,1,0,17,0,3,78,0,19,4.25,True
bot,P,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.667466,0.169725,0.061606,0.053599,0.047605,0,1,1,17,0,20,56,2,19,3.875,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.433559,0.339128,0.150501,0.050339,0.026472,0,1,0,12,0,5,58,0,15,5.090909,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.317079,0.244796,0.201842,0.175647,0.060637,0,0,0,5,0,5,11,0,4,3.2,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.277532,0.205047,0.188528,0.177076,0.151817,0,1,0,8,0,4,42,0,12,5.714286,True
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.398848,0.30341,0.198737,0.079567,0.019438,0,0,0,8,0,2,22,2,7,3,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.679072,0.179843,0.082364,0.035547,0.023174,0,0,0,4,0,4,10,0,4,3.75,False
bot,P,AGREEMENT,SUBJECTIVE,97,NONIRONIC,0.395887,0.386999,0.107684,0.066166,0.043264,0,0,0,14,0,2,40,1,13,3,False
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.379459,0.271336,0.126486,0.111574,0.111145,0,1,0,20,0,7,78,0,22,4.263158,True
bot,N,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.447661,0.257956,0.149278,0.114283,0.030822,0,2,1,26,2,8,97,2,35,4.041667,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.380867,0.269702,0.210076,0.091473,0.047883,0,1,0,11,0,4,64,0,13,5.6,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.289982,0.252493,0.19788,0.143583,0.116062,0,1,1,21,0,4,112,1,22,5.2,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.25377,0.240413,0.238728,0.217395,0.049693,0,0,0,7,0,2,33,0,8,5.285714,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.275958,0.249117,0.163709,0.159983,0.151233,0,0,0,8,0,0,29,0,8,3.75,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.298054,0.195347,0.182301,0.170082,0.154217,0,1,0,2,0,0,15,0,2,4,False
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.773935,0.136335,0.055152,0.021976,0.012602,0,0,0,13,0,3,55,0,14,4.615385,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.434742,0.208585,0.183105,0.089302,0.084266,0,0,0,6,0,2,20,1,6,3.833333,False
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.504156,0.165259,0.128892,0.125411,0.076283,0,0,0,20,0,2,72,0,23,3.9,False
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.405535,0.163435,0.155701,0.149269,0.12606,0,1,0,2,0,0,14,0,2,3,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.282531,0.21716,0.192946,0.164956,0.142407,0,1,0,2,0,1,7,0,2,2,False
bot,NONE,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.405535,0.163435,0.155701,0.149269,0.12606,0,1,0,2,0,2,8,0,4,3,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.471135,0.302309,0.12108,0.089372,0.016105,1,1,0,13,5,76,13,11,31,8.25,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.755467,0.091631,0.069754,0.054057,0.02909,0,0,0,9,2,0,43,0,16,5.666667,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.377522,0.309575,0.114527,0.103002,0.095374,0,1,0,19,0,7,73,0,21,3.888889,True
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.45801,0.292454,0.156331,0.048572,0.044633,0,1,0,10,0,5,48,0,12,5,True
bot,P,AGREEMENT,OBJECTIVE,97,NONIRONIC,0.505931,0.296719,0.100015,0.049859,0.047477,0,1,0,16,0,14,63,1,20,4.533333,True
bot,P,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.347084,0.278826,0.20871,0.09539,0.06999,0,0,0,9,0,1,28,0,8,3.222222,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.411706,0.334316,0.153782,0.058419,0.041777,0,1,0,22,0,3,91,0,24,3.952381,True
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.366764,0.23999,0.179311,0.155172,0.058764,0,0,0,22,0,3,93,0,24,4.5,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.55335,0.326516,0.077748,0.027678,0.014708,0,0,0,7,0,1,43,0,6,6.285714,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.35999,0.279546,0.172248,0.110972,0.077244,0,0,0,8,0,2,25,0,9,3.625,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.372321,0.2658,0.151501,0.111016,0.099362,0,1,0,2,0,0,15,0,5,7,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.298054,0.195347,0.182301,0.170082,0.154217,0,1,0,2,0,0,15,0,2,4,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.322785,0.209312,0.171302,0.152595,0.144006,0,1,0,3,0,1,17,0,3,4,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.63145,0.175134,0.089241,0.066728,0.037448,0,0,0,22,0,4,68,1,22,3.318182,False
bot,N+,AGREEMENT,SUBJECTIVE,89,NONIRONIC,0.357977,0.294887,0.16011,0.109227,0.077799,0,1,0,18,0,4,79,0,20,4.529412,True
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.446705,0.222796,0.180203,0.104107,0.046189,0,1,0,7,0,2,37,0,10,5.333333,True
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.53681,0.239906,0.124882,0.091422,0.006979,0,0,0,22,0,4,69,1,23,3.409091,True
bot,P,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.293651,0.245209,0.207053,0.153687,0.100399,0,0,0,15,0,4,62,2,17,4.6,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.415748,0.278409,0.14025,0.092606,0.072988,0,0,0,9,0,1,25,0,9,3,False
bot,N,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.396459,0.349017,0.154887,0.065584,0.034053,0,0,0,18,0,3,78,0,22,4.777778,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.379084,0.353518,0.160082,0.08295,0.024366,0,0,0,12,0,1,40,1,12,3.5,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.322785,0.209312,0.171302,0.152595,0.144006,0,1,0,3,0,2,13,0,3,4,False
bot,NEU,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.627727,0.133241,0.101856,0.086338,0.050839,0,0,0,11,0,1,49,0,11,4.636364,False
bot,P+,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.526207,0.244356,0.107597,0.077289,0.044551,0,0,0,16,0,6,47,4,17,3.4375,True
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.480575,0.246844,0.105393,0.095702,0.071485,0,1,0,17,0,2,83,0,20,4.5625,True
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.473437,0.242135,0.160378,0.089107,0.034943,0,1,0,17,0,14,54,1,21,3.8125,True
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.454603,0.415989,0.079043,0.028743,0.021622,0,0,0,15,0,4,52,1,14,3.733333,False
bot,P+,AGREEMENT,SUBJECTIVE,90,IRONIC,0.428806,0.272708,0.196703,0.086384,0.015399,1,1,0,15,0,11,57,0,30,5.357143,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.812111,0.126582,0.044543,0.009715,0.00705,0,0,0,4,0,2,13,0,7,4.75,False
bot,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.289721,0.254292,0.207972,0.130738,0.117277,0,1,0,19,0,3,78,0,21,4.166667,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.528456,0.159085,0.157289,0.082596,0.072573,0,0,0,22,10,1,101,0,32,5.136364,False
bot,N+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.828734,0.092686,0.065976,0.011412,0.001193,1,0,0,21,0,6,89,1,31,5.047619,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.68772,0.102575,0.100238,0.096229,0.013238,0,0,0,5,0,1,15,0,5,3.4,False
bot,NEU,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.538973,0.149156,0.148012,0.105533,0.058325,0,0,0,8,0,2,30,1,11,4.5,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.282531,0.21716,0.192946,0.164956,0.142407,0,1,0,2,0,3,12,0,2,2,False
bot,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.474149,0.412924,0.057395,0.046969,0.008563,0,0,0,29,0,1,109,1,29,3.827586,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.809497,0.159722,0.019741,0.007825,0.003216,0,2,0,13,0,6,49,0,19,4,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.384194,0.33025,0.131377,0.08883,0.065348,0,0,0,15,0,5,49,1,15,3.666667,False
bot,P+,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.500225,0.46704,0.021792,0.008848,0.002095,0,0,0,26,0,0,77,0,27,3.038462,False
bot,NONE,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.341542,0.226167,0.187142,0.132663,0.112487,0,1,0,2,0,0,7,0,3,1,False
