=== Run information ===

Scheme:       weka.classifiers.meta.MetaCost -cost-matrix "[0.0 1.0; 2.0 0.0]" -I 10 -P 100 -S 17 -W weka.classifiers.meta.AdaBoostM1 -num-decimal-places 8 -- -P 100 -S 19 -I 10 -W weka.classifiers.trees.RandomForest -num-decimal-places 8 -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     HW5_SolvingClassImbalance_SentimentAnalysis_Emotion_URLCount_train
Instances:    3000
Attributes:   12
              class
              score_tag
              agreement
              subjectivity
              confidence
              irony
              joy
              surprise
              fear
              sadness
              anger
              urlsCount
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

MetaCost cost sensitive classifier induction
Options: -cost-matrix "[0.0 1.0; 2.0 0.0]" -I 10 -P 100 -S 17 -W weka.classifiers.meta.AdaBoostM1 -num-decimal-places 8 -- -P 100 -S 19 -I 10 -W weka.classifiers.trees.RandomForest -num-decimal-places 8 -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Base learner: weka.classifiers.meta.AdaBoostM1 -P 100 -S 19 -I 10 -W weka.classifiers.trees.RandomForest -num-decimal-places 8 -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1

Classifier Model
AdaBoostM1: No boosting possible, one classifier used!
RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S -1148943845 -do-not-check-capabilities


Cost Matrix
 0 1
 2 0


Time taken to build model: 68.78 seconds

=== Predictions on test set ===

inst#,actual,predicted,error,prediction
115,1:?,2:human,,0.99
116,1:?,1:bot,,0.68
117,1:?,1:bot,,0.982
118,1:?,1:bot,,0.6
119,1:?,1:bot,,0.95
120,1:?,1:bot,,0.82
121,1:?,1:bot,,0.552
122,1:?,1:bot,,0.97
123,1:?,1:bot,,0.63
124,1:?,1:bot,,0.607
125,1:?,2:human,,0.71
126,1:?,1:bot,,0.938
127,1:?,1:bot,,0.87
128,1:?,1:bot,,0.89
129,1:?,1:bot,,0.67
130,1:?,1:bot,,0.93
131,1:?,2:human,,0.898
132,1:?,1:bot,,0.71
133,1:?,1:bot,,0.97
134,1:?,1:bot,,0.79
135,1:?,1:bot,,0.83
136,1:?,1:bot,,0.54
137,1:?,1:bot,,0.97
138,1:?,1:bot,,0.64
139,1:?,2:human,,0.95
140,1:?,1:bot,,0.78
141,1:?,1:bot,,1
142,1:?,1:bot,,0.97
143,1:?,2:human,,0.71
144,1:?,2:human,,0.576
145,1:?,1:bot,,0.59
146,1:?,1:bot,,0.54
147,1:?,1:bot,,0.616
148,1:?,2:human,,0.72
149,1:?,1:bot,,0.66
150,1:?,1:bot,,0.79
151,1:?,2:human,,0.51
152,1:?,1:bot,,0.85
153,1:?,1:bot,,0.6
154,1:?,1:bot,,0.59
155,1:?,1:bot,,0.5
156,1:?,2:human,,0.57
157,1:?,1:bot,,0.65
158,1:?,1:bot,,0.6
159,1:?,1:bot,,0.79
160,1:?,1:bot,,0.81
161,1:?,1:bot,,0.75
162,1:?,2:human,,0.53
163,1:?,1:bot,,0.84
164,1:?,1:bot,,0.55
165,1:?,1:bot,,1
166,1:?,1:bot,,0.65
167,1:?,1:bot,,1
168,1:?,1:bot,,0.67
169,1:?,1:bot,,0.73
170,1:?,2:human,,0.827
171,1:?,2:human,,0.807
172,1:?,2:human,,0.666
173,1:?,1:bot,,0.65
174,1:?,1:bot,,0.704
175,1:?,2:human,,0.67
176,1:?,1:bot,,0.8
177,1:?,1:bot,,0.51
178,1:?,2:human,,0.63
179,1:?,1:bot,,0.58
180,1:?,1:bot,,0.78
181,1:?,1:bot,,0.55
182,1:?,1:bot,,1
183,1:?,1:bot,,0.5
184,1:?,1:bot,,0.73
185,1:?,2:human,,0.59
186,1:?,1:bot,,0.62
187,1:?,1:bot,,0.76
188,1:?,1:bot,,0.598
189,1:?,2:human,,0.918
190,1:?,1:bot,,0.62
191,1:?,2:human,,0.88
192,1:?,1:bot,,0.81
193,1:?,2:human,,0.683
194,1:?,1:bot,,0.64
195,1:?,1:bot,,0.76
196,1:?,1:bot,,0.6
197,1:?,1:bot,,0.732
198,1:?,1:bot,,0.636
199,1:?,1:bot,,0.75
200,1:?,2:human,,0.62
201,1:?,1:bot,,0.53
202,1:?,1:bot,,0.65
203,1:?,1:bot,,0.93
204,1:?,1:bot,,0.66
205,1:?,1:bot,,0.76
206,1:?,1:bot,,0.8
207,1:?,2:human,,0.59
208,1:?,1:bot,,0.63
209,1:?,1:bot,,1
210,1:?,1:bot,,0.619
211,1:?,1:bot,,0.77
212,1:?,1:bot,,0.88
213,1:?,1:bot,,0.62
214,1:?,1:bot,,0.604
215,1:?,1:bot,,0.55
216,1:?,1:bot,,0.72
217,1:?,1:bot,,0.57
218,1:?,1:bot,,0.65
219,1:?,2:human,,0.685
220,1:?,1:bot,,0.81
221,1:?,1:bot,,0.57
222,1:?,1:bot,,0.88
223,1:?,2:human,,0.81
224,1:?,1:bot,,0.58
225,1:?,1:bot,,0.58
226,1:?,1:bot,,0.633
227,1:?,1:bot,,0.8
228,1:?,1:bot,,0.569
229,1:?,1:bot,,0.631
230,1:?,1:bot,,0.75
231,1:?,1:bot,,0.77
232,1:?,2:human,,0.62
233,1:?,1:bot,,0.76
234,1:?,1:bot,,0.744
235,1:?,1:bot,,0.79
236,1:?,1:bot,,0.51
237,1:?,1:bot,,0.92
238,1:?,1:bot,,0.84
239,1:?,1:bot,,0.93
240,1:?,1:bot,,0.723
241,1:?,1:bot,,0.695
242,1:?,1:bot,,0.76
243,1:?,2:human,,0.54
244,1:?,1:bot,,1
245,1:?,1:bot,,0.93
246,1:?,1:bot,,0.83
247,1:?,1:bot,,0.6
248,1:?,1:bot,,0.53
249,1:?,1:bot,,0.72
250,1:?,1:bot,,0.671
251,1:?,1:bot,,0.85
252,1:?,1:bot,,0.82
253,1:?,1:bot,,0.6
254,1:?,2:human,,0.791
255,1:?,1:bot,,0.75
256,1:?,1:bot,,0.74
257,1:?,1:bot,,0.66
258,1:?,1:bot,,0.76
259,1:?,1:bot,,0.72
260,1:?,2:human,,0.57
261,1:?,1:bot,,0.5
262,1:?,1:bot,,0.86
263,1:?,2:human,,0.67
264,1:?,1:bot,,0.67
265,1:?,2:human,,0.51
266,1:?,1:bot,,0.68
267,1:?,1:bot,,1
268,1:?,1:bot,,0.55
269,1:?,1:bot,,0.7
270,1:?,1:bot,,0.84
271,1:?,1:bot,,0.89
272,1:?,2:human,,0.51
273,1:?,1:bot,,0.63
274,1:?,1:bot,,0.75
275,1:?,1:bot,,0.579
276,1:?,1:bot,,0.53
277,1:?,2:human,,0.57
278,1:?,1:bot,,0.72
279,1:?,2:human,,0.613
280,1:?,1:bot,,0.55
281,1:?,1:bot,,0.57
282,1:?,1:bot,,0.62
283,1:?,2:human,,0.67
284,1:?,2:human,,0.57
285,1:?,1:bot,,0.76
286,1:?,1:bot,,0.9
287,1:?,1:bot,,0.97
288,1:?,1:bot,,0.9
289,1:?,1:bot,,1
290,1:?,2:human,,0.73
291,1:?,1:bot,,0.51
292,1:?,2:human,,0.67
293,1:?,1:bot,,0.71
294,1:?,1:bot,,1
295,1:?,1:bot,,0.79
296,1:?,1:bot,,1
297,1:?,1:bot,,0.76
298,1:?,1:bot,,0.796
299,1:?,2:human,,0.63
300,1:?,2:human,,0.522
301,1:?,1:bot,,1
302,1:?,2:human,,0.81
303,1:?,1:bot,,0.777
304,1:?,1:bot,,0.66
305,1:?,2:human,,0.73
306,1:?,1:bot,,0.64
307,1:?,1:bot,,0.79
308,1:?,1:bot,,0.72
309,1:?,1:bot,,0.56
310,1:?,2:human,,1
311,1:?,1:bot,,0.8
312,1:?,1:bot,,0.6
313,1:?,1:bot,,0.66
314,1:?,2:human,,0.52
315,1:?,1:bot,,0.565
316,1:?,1:bot,,0.58
317,1:?,1:bot,,0.56
318,1:?,1:bot,,0.88
319,1:?,2:human,,0.68
320,1:?,1:bot,,0.66
321,1:?,1:bot,,0.86
322,1:?,1:bot,,0.79
323,1:?,2:human,,0.52
324,1:?,1:bot,,0.58
325,1:?,1:bot,,1
326,1:?,2:human,,0.57
327,1:?,1:bot,,0.5
328,1:?,2:human,,0.52
329,1:?,1:bot,,0.97
330,1:?,1:bot,,0.68
331,1:?,1:bot,,0.87
332,1:?,1:bot,,0.57
333,1:?,1:bot,,0.8
334,1:?,1:bot,,1
335,1:?,1:bot,,0.679
336,1:?,1:bot,,0.8
337,1:?,1:bot,,0.67
338,1:?,1:bot,,1
339,1:?,1:bot,,0.84
340,1:?,1:bot,,0.77
341,1:?,1:bot,,0.53
342,1:?,1:bot,,0.63
343,1:?,1:bot,,1
344,1:?,1:bot,,1
345,1:?,2:human,,0.51
346,1:?,1:bot,,0.74
347,1:?,1:bot,,0.82
348,1:?,1:bot,,0.6
349,1:?,1:bot,,0.82
350,1:?,2:human,,0.704
351,1:?,1:bot,,0.55
352,1:?,1:bot,,0.877
353,1:?,1:bot,,0.64
354,1:?,1:bot,,1
355,1:?,1:bot,,0.61
356,1:?,2:human,,0.52
357,1:?,1:bot,,0.82
358,1:?,2:human,,0.74
359,1:?,2:human,,0.58
360,1:?,1:bot,,0.63
361,1:?,1:bot,,1
362,1:?,1:bot,,0.75
363,1:?,2:human,,0.56
364,1:?,2:human,,0.693
365,1:?,1:bot,,0.81
366,1:?,1:bot,,0.82
367,1:?,1:bot,,1
368,1:?,2:human,,0.54
369,1:?,1:bot,,0.71
370,1:?,1:bot,,0.8
371,1:?,1:bot,,0.9
372,1:?,1:bot,,0.97
373,1:?,1:bot,,0.81
374,1:?,1:bot,,1
375,1:?,1:bot,,0.772
376,1:?,1:bot,,0.69
377,1:?,1:bot,,0.77
378,1:?,1:bot,,0.89
379,1:?,2:human,,0.89
380,1:?,2:human,,0.97
381,1:?,2:human,,0.902
382,1:?,1:bot,,0.63
383,1:?,1:bot,,0.77
384,1:?,1:bot,,0.97
385,1:?,1:bot,,0.558
386,1:?,1:bot,,0.51
387,1:?,1:bot,,0.65
388,1:?,2:human,,0.608
389,1:?,1:bot,,0.56
390,1:?,1:bot,,0.86
391,1:?,2:human,,0.85
392,1:?,1:bot,,0.93
393,1:?,1:bot,,1
394,1:?,1:bot,,0.635
395,1:?,1:bot,,0.79
396,1:?,1:bot,,0.91
397,1:?,1:bot,,0.549
398,1:?,1:bot,,0.94
399,1:?,1:bot,,0.67
400,1:?,2:human,,0.55
401,1:?,1:bot,,0.68
402,1:?,1:bot,,0.73
403,1:?,1:bot,,0.82
404,1:?,2:human,,0.66
405,1:?,1:bot,,0.73
406,1:?,1:bot,,0.65
407,1:?,2:human,,0.87
408,1:?,2:human,,0.785
409,1:?,1:bot,,0.77
410,1:?,2:human,,0.85
411,1:?,2:human,,0.59
412,1:?,1:bot,,0.61
413,1:?,1:bot,,0.75
414,1:?,1:bot,,0.73
415,1:?,1:bot,,0.73
416,1:?,1:bot,,0.895
417,1:?,1:bot,,0.84
418,1:?,1:bot,,0.73
419,1:?,2:human,,0.59
420,1:?,1:bot,,0.682
421,1:?,1:bot,,0.75
422,1:?,2:human,,0.61
423,1:?,1:bot,,0.6
424,1:?,1:bot,,0.69
425,1:?,1:bot,,0.97
426,1:?,1:bot,,0.64
427,1:?,1:bot,,0.86
428,1:?,1:bot,,0.54
429,1:?,2:human,,0.518
430,1:?,2:human,,0.61
431,1:?,1:bot,,0.94
432,1:?,1:bot,,0.86
433,1:?,1:bot,,0.6
434,1:?,1:bot,,0.92
435,1:?,1:bot,,0.92
436,1:?,1:bot,,0.88
437,1:?,2:human,,0.72
438,1:?,1:bot,,0.73
439,1:?,1:bot,,0.58
440,1:?,1:bot,,0.938
441,1:?,1:bot,,0.88
442,1:?,2:human,,0.51
443,1:?,1:bot,,0.76
444,1:?,1:bot,,0.58
445,1:?,1:bot,,0.822
446,1:?,1:bot,,0.67
447,1:?,1:bot,,0.95
448,1:?,2:human,,0.658
449,1:?,2:human,,0.578
450,1:?,2:human,,0.57
451,1:?,1:bot,,0.769
452,1:?,1:bot,,0.82
453,1:?,1:bot,,1
454,1:?,2:human,,0.9
455,1:?,1:bot,,0.62
456,1:?,1:bot,,0.879
457,1:?,1:bot,,0.9
458,1:?,1:bot,,0.51
459,1:?,1:bot,,0.75
460,1:?,1:bot,,0.89
461,1:?,1:bot,,0.97
462,1:?,2:human,,0.88
463,1:?,1:bot,,0.68
464,1:?,2:human,,0.54
465,1:?,1:bot,,0.58
466,1:?,2:human,,0.54
467,1:?,1:bot,,0.61
468,1:?,1:bot,,0.68
469,1:?,1:bot,,0.85
470,1:?,1:bot,,0.86
471,1:?,1:bot,,0.818
472,1:?,1:bot,,0.81
473,1:?,1:bot,,0.55
474,1:?,2:human,,0.506
475,1:?,1:bot,,0.59
476,1:?,1:bot,,0.7
477,1:?,1:bot,,0.93
478,1:?,1:bot,,0.78
479,1:?,1:bot,,0.53
480,1:?,1:bot,,1
481,1:?,1:bot,,0.62
482,1:?,1:bot,,0.62
483,1:?,1:bot,,0.55
484,1:?,1:bot,,0.89
485,1:?,1:bot,,0.932
486,1:?,1:bot,,0.82
487,1:?,2:human,,0.67
488,1:?,1:bot,,0.712
489,1:?,1:bot,,0.96
490,1:?,1:bot,,0.78
491,1:?,1:bot,,0.89
492,1:?,1:bot,,0.608
493,1:?,1:bot,,0.81
494,1:?,1:bot,,0.56
495,1:?,2:human,,0.62
496,1:?,1:bot,,0.698
497,1:?,1:bot,,0.88
498,1:?,2:human,,0.71
499,1:?,2:human,,0.69
500,1:?,2:human,,0.65
501,1:?,1:bot,,0.79
502,1:?,2:human,,0.912
503,1:?,1:bot,,0.83
504,1:?,1:bot,,0.9
505,1:?,2:human,,0.69
506,1:?,2:human,,0.93
507,1:?,1:bot,,0.77
508,1:?,1:bot,,0.748
509,1:?,1:bot,,0.64
510,1:?,2:human,,0.51
511,1:?,1:bot,,0.65
512,1:?,2:human,,0.93
513,1:?,2:human,,0.92
514,1:?,1:bot,,0.78
515,1:?,1:bot,,0.77
516,1:?,1:bot,,0.62
517,1:?,1:bot,,0.79
518,1:?,2:human,,0.54
519,1:?,2:human,,0.58
520,1:?,1:bot,,0.75
521,1:?,1:bot,,0.89
522,1:?,1:bot,,0.97
523,1:?,1:bot,,0.78
524,1:?,2:human,,0.625
525,1:?,1:bot,,0.679
526,1:?,1:bot,,0.874
527,1:?,1:bot,,1
528,1:?,2:human,,0.52
529,1:?,2:human,,0.79
530,1:?,1:bot,,0.71
531,1:?,1:bot,,0.841
532,1:?,1:bot,,0.85
533,1:?,2:human,,0.805
534,1:?,1:bot,,0.61
535,1:?,1:bot,,0.978
536,1:?,2:human,,0.92
537,1:?,1:bot,,0.56
538,1:?,1:bot,,0.53
539,1:?,2:human,,0.55
540,1:?,1:bot,,0.54
541,1:?,1:bot,,0.75
542,1:?,1:bot,,0.89
543,1:?,2:human,,0.74
544,1:?,1:bot,,0.79
545,1:?,1:bot,,0.97
546,1:?,2:human,,0.508
547,1:?,2:human,,0.774
548,1:?,1:bot,,0.612
549,1:?,1:bot,,0.968
550,1:?,1:bot,,1
551,1:?,1:bot,,0.796
552,1:?,2:human,,0.81
553,1:?,2:human,,0.99
554,1:?,2:human,,0.65
555,1:?,2:human,,0.77
556,1:?,1:bot,,0.97
557,1:?,1:bot,,0.84
558,1:?,2:human,,0.802
559,1:?,1:bot,,0.53
560,1:?,2:human,,0.93
561,1:?,2:human,,0.51
562,1:?,2:human,,0.56
563,1:?,2:human,,0.868
564,1:?,1:bot,,0.61
565,1:?,1:bot,,0.75
566,1:?,2:human,,0.6
567,1:?,2:human,,0.75
568,1:?,1:bot,,0.89
569,1:?,1:bot,,0.58
570,1:?,1:bot,,0.84
571,1:?,1:bot,,0.62
572,1:?,2:human,,1
573,1:?,1:bot,,0.75
574,1:?,2:human,,0.86
575,1:?,2:human,,0.694
576,1:?,1:bot,,0.74
577,1:?,1:bot,,0.97
578,1:?,2:human,,0.55
579,1:?,1:bot,,0.78
580,1:?,2:human,,0.62
581,1:?,2:human,,0.596
582,1:?,2:human,,0.97
583,1:?,1:bot,,1
584,1:?,1:bot,,0.8
585,1:?,1:bot,,0.7
586,1:?,1:bot,,0.57
587,1:?,1:bot,,0.54
588,1:?,1:bot,,0.66
589,1:?,1:bot,,0.655
590,1:?,1:bot,,0.528
591,1:?,1:bot,,0.58
592,1:?,1:bot,,0.52
593,1:?,1:bot,,0.78
594,1:?,1:bot,,0.65
595,1:?,1:bot,,0.8
596,1:?,1:bot,,0.582
597,1:?,1:bot,,0.63
598,1:?,1:bot,,0.68
599,1:?,1:bot,,0.92
600,1:?,1:bot,,0.73
601,1:?,1:bot,,0.66
602,1:?,1:bot,,0.766
603,1:?,1:bot,,0.97
604,1:?,1:bot,,0.87
605,1:?,1:bot,,1
606,1:?,1:bot,,0.88
607,1:?,1:bot,,0.68
608,1:?,1:bot,,0.67
609,1:?,2:human,,0.66
610,1:?,1:bot,,0.59
611,1:?,2:human,,0.63
612,1:?,1:bot,,1
613,1:?,1:bot,,0.784
614,1:?,1:bot,,1
615,1:?,1:bot,,0.51
616,1:?,2:human,,0.7
617,1:?,1:bot,,0.71
618,1:?,1:bot,,0.82
619,1:?,1:bot,,0.54
620,1:?,1:bot,,0.8
621,1:?,1:bot,,0.89
622,1:?,2:human,,0.56
623,1:?,2:human,,0.58
624,1:?,1:bot,,0.62
625,1:?,1:bot,,0.78
626,1:?,1:bot,,0.5
627,1:?,1:bot,,0.76
628,1:?,2:human,,0.582
629,1:?,2:human,,0.62
630,1:?,2:human,,0.948
631,1:?,1:bot,,0.93
632,1:?,1:bot,,0.97
633,1:?,2:human,,0.724
634,1:?,1:bot,,0.77
635,1:?,2:human,,0.522
636,1:?,1:bot,,0.78
637,1:?,1:bot,,0.82
638,1:?,1:bot,,0.57
639,1:?,2:human,,0.54
640,1:?,1:bot,,0.85
641,1:?,1:bot,,0.5
642,1:?,1:bot,,0.79
643,1:?,1:bot,,0.679
644,1:?,1:bot,,0.88
645,1:?,2:human,,0.51
646,1:?,1:bot,,0.75
647,1:?,2:human,,0.843
648,1:?,1:bot,,0.6
649,1:?,1:bot,,0.6
650,1:?,1:bot,,0.87
651,1:?,1:bot,,0.65
652,1:?,1:bot,,0.8
653,1:?,1:bot,,0.87
654,1:?,1:bot,,0.765
655,1:?,1:bot,,1
656,1:?,1:bot,,0.97
657,1:?,1:bot,,0.679
658,1:?,1:bot,,0.62
659,1:?,1:bot,,0.814
660,1:?,1:bot,,0.59
661,1:?,1:bot,,0.93
662,1:?,1:bot,,0.832
663,1:?,1:bot,,0.6
664,1:?,2:human,,1
665,1:?,1:bot,,1
666,1:?,1:bot,,0.848
667,1:?,2:human,,0.92
668,1:?,1:bot,,0.86
669,1:?,1:bot,,0.5
670,1:?,1:bot,,1
671,1:?,1:bot,,0.867
672,1:?,1:bot,,0.659
673,1:?,1:bot,,0.71
674,1:?,1:bot,,0.75
675,1:?,2:human,,0.69
676,1:?,1:bot,,0.58
677,1:?,1:bot,,0.73
678,1:?,1:bot,,0.75
679,1:?,1:bot,,1
680,1:?,1:bot,,0.67
681,1:?,1:bot,,0.97
682,1:?,2:human,,0.69
683,1:?,1:bot,,0.517
684,1:?,2:human,,0.82
685,1:?,1:bot,,0.87
686,1:?,1:bot,,0.91
687,1:?,1:bot,,0.69
688,1:?,1:bot,,0.8
689,1:?,1:bot,,0.712
690,1:?,1:bot,,0.7
691,1:?,2:human,,0.91
692,1:?,1:bot,,0.79
693,1:?,1:bot,,0.74
694,1:?,1:bot,,0.87
695,1:?,2:human,,0.84
696,1:?,1:bot,,0.96
697,1:?,1:bot,,0.52
698,1:?,1:bot,,0.51
699,1:?,2:human,,0.51
700,1:?,1:bot,,0.89
701,1:?,1:bot,,1
702,1:?,1:bot,,0.845
703,1:?,1:bot,,0.6
704,1:?,2:human,,0.53
705,1:?,1:bot,,0.579
706,1:?,1:bot,,0.895
707,1:?,1:bot,,0.881
708,1:?,1:bot,,0.74
709,1:?,1:bot,,0.84
710,1:?,1:bot,,0.52
711,1:?,1:bot,,0.78
712,1:?,2:human,,0.75
713,1:?,2:human,,0.79
714,1:?,1:bot,,0.64
715,1:?,1:bot,,0.86
716,1:?,1:bot,,0.765
717,1:?,1:bot,,0.99
718,1:?,1:bot,,0.61
719,1:?,2:human,,0.65
720,1:?,2:human,,0.62
721,1:?,1:bot,,0.67
722,1:?,1:bot,,0.81
723,1:?,1:bot,,1
724,1:?,2:human,,0.92
725,1:?,1:bot,,0.731
726,1:?,1:bot,,0.74
727,1:?,1:bot,,0.8
728,1:?,1:bot,,0.72
729,1:?,1:bot,,0.97
730,1:?,1:bot,,0.63
731,1:?,1:bot,,0.79
732,1:?,2:human,,0.52
733,1:?,1:bot,,0.86
734,1:?,2:human,,0.57
735,1:?,2:human,,0.53
736,1:?,1:bot,,0.557
737,1:?,1:bot,,0.725
738,1:?,2:human,,0.53
739,1:?,1:bot,,0.77
740,1:?,1:bot,,0.664
741,1:?,1:bot,,0.765
742,1:?,1:bot,,0.91
743,1:?,2:human,,0.53
744,1:?,1:bot,,0.645
745,1:?,1:bot,,0.79
746,1:?,1:bot,,0.68
747,1:?,2:human,,0.77
748,1:?,1:bot,,0.54
749,1:?,1:bot,,0.68
750,1:?,1:bot,,0.527
751,1:?,1:bot,,0.645
752,1:?,2:human,,0.86
753,1:?,1:bot,,0.73
754,1:?,1:bot,,0.62
755,1:?,1:bot,,0.68
756,1:?,2:human,,0.885
757,1:?,1:bot,,0.8
758,1:?,1:bot,,0.77
759,1:?,1:bot,,1
760,1:?,2:human,,0.62
761,1:?,1:bot,,0.52
762,1:?,1:bot,,0.7
763,1:?,1:bot,,0.5
764,1:?,2:human,,0.567
765,1:?,1:bot,,0.8
766,1:?,1:bot,,0.61
767,1:?,1:bot,,0.66
768,1:?,1:bot,,0.72
769,1:?,1:bot,,0.85
770,1:?,1:bot,,0.802
771,1:?,2:human,,0.9
772,1:?,1:bot,,0.78
773,1:?,2:human,,0.703
774,1:?,1:bot,,0.545
775,1:?,1:bot,,0.67
776,1:?,1:bot,,0.67
777,1:?,2:human,,0.58
778,1:?,2:human,,0.57
779,1:?,2:human,,0.59
780,1:?,1:bot,,0.79
781,1:?,2:human,,0.54
782,1:?,1:bot,,0.75
783,1:?,1:bot,,0.93
784,1:?,2:human,,0.532
785,1:?,1:bot,,0.89
786,1:?,1:bot,,0.65
787,1:?,1:bot,,0.73
788,1:?,1:bot,,0.68
789,1:?,1:bot,,0.74
